Word,Length,SUBTLWF,Concreteness_Rating,Emotional_Valence
spaghetti,9,5.92,5,6.91
spam,4,1.16,4.18,3.1
span,4,1.98,3,5.74
spank,5,3.39,4.21,3.76
spare,5,30.84,3.48,5.57
spark,5,6.27,4.25,6.05
sparkle,7,1.67,3.81,7.1
sparkling,9,2.00,3.31,6.47
sparrow,7,2.61,4.85,6.58
spasm,5,1.10,4.07,3.17
spatter,7,1.18,3.63,4.1
spatula,7,1.10,4.96,5.14
spawn,5,1.82,3.9,4.85
speak,5,187.18,3.7,5.91
speaker,7,6.90,4.69,5.32
spear,5,4.55,5,4.43
special,7,148.57,1.76,7.5
specialist,10,5.18,3,5.52
specialize,10,1.33,1.7,6.23
specialty,9,5.33,2.43,5.48
species,7,13.65,3.36,5.26
specific,8,17.80,2.18,5.48
specimen,8,4.75,4.45,4.4
speck,5,1.86,4.46,4.33
spectacle,9,2.57,3.45,5.61
spectacular,11,5.67,1.82,7.5
spectrum,8,2.16,2.97,6.65
speculate,9,1.22,1.68,5.63
speculation,11,2.31,2.15,4.67
speech,6,38.04,3.37,5.62
speechless,10,1.75,2.41,4.53
speed,5,41.25,3.62,6.71
speeding,8,4.98,3.63,3.68
speedy,6,1.96,2.93,5.9
spell,5,36.65,3.32,6.18
spelling,8,5.02,3.63,5.75
spend,5,93.27,2.93,5.91
sperm,5,6.24,4.82,5.47
sphere,6,2.47,4.44,6.21
sphincter,9,1.12,4.54,4.37
sphinx,6,1.02,4.83,6.05
spice,5,5.29,4.54,6.55
spicy,5,3.31,3.31,6.32
spider,6,10.10,4.97,3.35
spike,5,12.25,4.52,4.23
spill,5,8.47,4.07,3.63
spin,4,14.63,3.9,4.9
spinach,7,2.55,4.77,5.81
spinal,6,4.27,3.62,3.78
spine,5,5.75,4.88,5.33
spiral,6,1.78,4.18,6.4
spirit,6,49.35,1.6,7
spirited,8,1.22,1.67,7.57
spiritual,9,8.88,1.79,5.82
spit,4,19.35,4.71,3
splash,6,4.22,4.19,6.53
spleen,6,2.57,4.7,4.47
splendid,8,11.67,1.79,7.62
splendor,8,1.18,1.59,6.95
splinter,8,1.47,4.41,3.15
split,5,38.31,3.96,4.5
spoil,5,11.63,2.82,2.83
spoils,6,2.06,2.83,3.42
spokesman,9,1.18,4.11,4.9
sponge,6,6.71,5,5.45
sponsor,7,5.35,3.28,5.3
spontaneous,11,4.18,1.73,6.63
spook,5,2.75,3.14,3.7
spooky,6,4.73,2.25,4.4
spoon,5,7.61,4.96,5.9
sport,5,19.90,3.48,6.95
sporting,8,3.12,2.93,6.24
spot,4,61.57,4.21,5.12
spotless,8,1.18,3.34,6.05
spotlight,9,2.90,4.63,5.74
spouse,6,1.90,3.85,7.44
spout,5,1.02,4.67,5.29
spray,5,9.65,4.5,5.06
spread,6,31.29,3.68,5.57
spree,5,2.14,2.92,5.95
spring,6,31.31,3.89,7.64
springtime,10,1.47,3.09,7.64
sprinkle,8,1.45,3.82,6.72
spruce,6,1.10,3.86,5.55
spunk,5,1.33,2.44,6.17
spur,4,1.43,4.57,5
spy,3,20.06,4.14,4.68
squad,5,21.49,3.65,5.35
squadron,8,4.39,3.48,4.4
square,6,31.76,4.33,5.11
squash,6,4.37,4.7,4.28
squat,5,3.14,4.32,4.65
squaw,5,1.31,4.08,4.71
squawk,6,1.71,3.73,5.11
squeak,6,2.37,4.07,4.95
squeaky,7,1.98,3.07,4.63
squeal,6,2.67,3.42,5.14
squeeze,7,15.08,3.75,4.85
squid,5,2.76,4.71,4.62
squint,6,1.00,4.3,4.4
squire,6,3.08,4.16,4.67
squirrel,8,5.47,4.89,5.71
squirt,6,2.75,3.93,5.67
stab,4,8.76,4.07,3.05
stability,9,1.76,2.41,6.18
stabilize,9,1.49,2.72,5.86
stable,6,13.20,3.77,5.2
stack,5,6.10,4.3,5.33
stadium,7,6.12,4.79,5.53
staff,5,32.00,4.36,5.18
stag,4,1.59,4.39,5.16
stage,5,45.57,4.64,5.67
stagecoach,10,1.00,4.93,5.11
stain,5,6.20,4.59,3
stair,5,1.35,4.93,5.14
staircase,9,1.75,4.66,5.2
stairs,6,23.76,5,5.48
stairway,8,1.59,4.83,5.62
stairwell,9,2.12,4.85,5.67
stake,5,16.61,4.21,4.78
stakeout,8,1.96,3.38,4.43
stale,5,2.92,3.48,3.62
stalk,5,1.69,3.5,3.89
stalker,7,3.71,3.93,2.55
stall,5,8.96,4.37,4.32
stallion,8,3.20,4.72,6.35
stamina,7,1.59,2.81,6.55
stamp,5,5.92,4.7,5.8
stampede,8,1.33,3.89,4.48
stance,6,1.88,4.04,6.1
stand,5,226.20,4.16,5.27
standard,8,18.43,1.83,4.76
standby,7,2.96,2.34,4.68
standpoint,10,1.33,1.71,5.1
staple,6,1.12,4.34,5
star,4,81.35,4.69,7.47
starboard,9,6.55,3.24,5.42
starch,6,1.35,4.29,4.95
stare,5,9.96,4.1,4.45
starlight,9,1.59,4.34,7.68
start,5,340.10,2.71,6.41
starter,7,2.73,3.38,5.71
startle,7,1.18,2.13,4.65
startling,9,1.37,2.54,5.17
starvation,10,1.47,2.42,1.72
starve,6,6.16,3.48,2.53
starving,8,16.96,2.89,2.86
stash,5,5.04,3.73,5.24
stat,4,2.80,3.19,4.86
state,5,107.84,3.52,5.73
statement,9,29.24,2.96,5.32
stateside,9,1.18,3.08,4.84
static,6,4.98,3.32,4.41
station,7,79.08,4.32,5.5
stationery,10,1.37,4.29,5.6
statue,6,10.59,4.93,5.95
stature,7,1.67,2.32,5.7
status,6,14.71,2.24,4.89
statute,7,1.90,3.88,5.18
stay,4,515.65,2.15,6.14
stead,5,1.06,2.76,5.32
steady,6,22.71,2.25,6.67
steak,5,16.24,4.96,6.2
steal,5,53.33,3.84,2.17
stealing,8,24.80,3.28,2.75
stealth,7,2.78,2.76,5.45
steam,5,13.45,4.5,5.4
steamer,7,1.04,4.11,4.91
steaming,8,1.98,3.79,5.05
steel,5,18.45,4.87,4.95
steep,5,2.45,3.76,5.32
steer,5,5.98,4.19,5.68
steering,8,4.06,4,4.9
stem,4,2.24,4.63,5.1
stench,6,2.22,3.85,2.62
step,4,118.67,4.54,5.68
stepfather,10,2.96,4,3.72
stepmother,10,4.24,4.23,3.67
steps,5,24.69,4.39,4.95
stereo,6,5.96,4.63,7.1
sterile,7,2.18,2.67,4.57
sterling,8,2.22,3.93,5.89
stern,5,6.41,2.86,3.9
stew,4,6.43,4.43,5.86
steward,7,2.75,4.07,5.06
stewardess,10,3.16,4.31,5.9
stick,5,97.12,4.59,5.27
sticker,7,2.78,4.67,5.57
sticky,6,5.73,3.59,4.65
stiff,5,10.25,3.62,4.29
stimulate,9,1.37,3.22,7.38
stimulating,11,2.35,2.25,6.84
stimulation,11,1.37,2.44,5.14
sting,5,7.02,4.41,2.55
stingy,6,1.24,2,2.53
stink,5,13.20,3.72,2.35
stinker,7,2.06,2.81,3.3
stinky,6,3.57,3.73,3.16
stir,4,5.90,3.76,5.35
stitch,6,7.47,4.32,4.95
stock,5,25.49,4.19,5.5
stockade,8,1.45,4.46,2.67
stockbroker,11,1.06,4.32,4.05
stocking,8,2.63,4.86,5.33
stockings,9,3.73,4.62,6.21
stomach,7,33.82,4.89,4.53
stomachache,11,1.06,3.46,2.16
stomp,5,2.67,4.41,3.9
stone,5,40.63,4.72,4.81
stooge,6,1.10,3.31,3.3
stool,5,3.51,4.9,4.47
stoop,5,2.45,4.63,4.67
stop,4,707.27,3.68,4.73
storage,7,8.86,3.47,4.95
store,5,81.92,4.5,5.94
storeroom,9,1.63,4.5,5.43
storm,5,30.86,4.7,5.74
stormy,6,1.45,3.96,5.14
story,5,220.78,3.3,7.27
stout,5,1.04,3.41,5.29
stove,5,7.59,4.96,5.63
stow,4,1.25,3.08,5
straighten,10,11.20,3.72,6.26
strain,6,7.08,3,3.71
strand,6,1.84,4.1,5
strange,7,86.43,1.86,4.72
stranger,8,27.00,3.76,4.09
strangle,8,4.37,4.34,3
strap,5,5.16,4.79,5.1
strapping,9,1.00,2.8,4.77
strategic,9,2.59,1.93,6.57
strategy,8,9.45,1.93,5.95
straw,5,6.24,4.77,5.89
strawberry,10,5.53,5,7.25
stray,5,5.33,2.76,4.14
streak,6,5.78,3.67,5.37
stream,6,8.04,4.5,6.9
street,6,148.18,4.75,5.07
streetcar,9,1.27,4.89,5.44
strength,8,36.92,2.96,6.73
strengthen,10,1.61,2.5,7.21
stress,6,15.61,2.62,1.79
stressful,9,2.51,1.89,2.62
stretch,7,14.67,3.62,5
stretcher,9,2.22,4.56,3.1
stricken,8,1.47,2.27,2.79
strict,6,7.02,2.72,3.65
stride,6,2.10,3.81,5.81
strife,6,1.67,2.2,3.68
strike,6,45.57,4.07,3.06
striker,7,2.12,3.73,3.73
string,6,12.67,4.76,5.25
strings,7,8.20,4.75,5.28
strip,5,15.69,3.75,4.68
stripe,6,1.45,4.72,5.24
striped,7,1.71,4.04,4.81
stripper,8,5.24,4.78,5.19
strive,6,1.31,2.07,6.32
stroke,6,13.08,4.1,4.19
stroll,6,4.14,3.97,6.25
strong,6,86.86,3.14,6.81
stronghold,10,1.18,2.81,5.44
structural,10,1.82,2.69,5.6
structure,9,10.18,4.03,5.68
struggle,8,13.37,2.79,3
strut,5,1.57,3.97,5.6
stubborn,8,10.86,2.18,3.74
stud,4,6.94,4,4.89
student,7,43.04,4.92,6.41
studio,6,23.33,4.55,6.24
study,5,49.04,3.7,5.78
stuff,5,306.92,3.13,5.86
stuffy,6,3.63,2.61,3.73
stumble,7,1.96,3.75,3.76
stump,5,2.45,4.78,4.62
stun,4,1.88,3.14,4.55
stunning,8,4.10,2.21,6.24
stunt,5,9.20,3.24,4.95
stupid,6,184.41,1.75,2.84
stupidity,9,3.20,2.55,2.71
sturdy,6,1.69,2.86,6.19
stutter,7,1.88,3.97,2.95
style,5,30.08,2.67,6.81
stylish,7,2.16,2.14,5.68
sub,3,7.65,3.46,5
subconscious,12,2.63,1.57,5.5
subject,7,36.96,3.14,5.33
subjective,10,1.12,1.43,5.86
sublime,7,1.45,2.23,5.95
submarine,9,7.10,4.8,6
submission,10,1.08,3,4.6
submit,6,5.53,2.68,3.9
subpoena,8,2.22,3.46,2.64
subscription,12,1.33,3.22,5.29
subsequent,10,1.25,2.14,5.16
substance,9,7.14,3.44,4.29
substantial,11,3.57,2.03,6.14
substitute,10,4.67,2.82,4.91
subtitle,8,1.02,3.84,5.41
subtle,6,6.94,1.72,5.62
suburban,8,2.29,3.27,5.85
subversive,10,1.06,1.6,4.1
subway,6,10.71,4.86,5.44
succeed,7,9.45,2.33,7.05
success,7,27.25,2.21,7.49
successful,10,20.33,2.07,7.76
successor,9,1.67,3.29,6.11
suck,4,34.88,3.46,3.71
sucker,6,16.35,3.79,4
suction,7,5.63,3.96,4.25
sue,3,29.37,3.07,2.18
suede,5,1.80,4.24,5.36
suffer,6,22.51,2.28,2.05
suffice,7,1.65,1.72,5.52
sufficient,10,4.76,1.9,6.1
suffocate,9,1.51,3.74,2.62
sugar,5,37.76,4.87,6.56
suggest,7,39.24,1.8,5.55
suggestion,10,12.20,2.23,5.79
suicidal,8,2.90,2.27,2.15
suicide,7,34.25,3.59,1.58
suit,4,68.61,4.97,5.89
suitable,8,4.84,1.93,5.7
suitcase,8,13.39,4.97,5.25
suite,5,16.65,4.16,7.05
suitor,6,1.35,3.77,5.63
sulfur,6,1.18,4.43,4.5
sultan,6,3.22,4.31,4.48
sum,3,10.25,2.89,5.71
summary,7,1.67,3.03,5.05
summer,6,78.67,3.64,7.5
summertime,10,1.20,2.96,6.74
summit,6,3.33,4.21,5.5
summon,6,3.86,2.79,5.58
summons,7,1.59,2.97,3.6
sun,3,69.67,4.83,6.92
sundae,6,1.59,4.59,7.76
sundown,7,3.41,4.17,6.21
sunglasses,10,3.94,4.83,6.72
sunlight,8,4.63,4.45,7.46
sunny,5,7.67,4.2,7.95
sunrise,7,6.06,4.69,7.35
sunset,6,10.31,4.54,7.46
sunshine,8,11.84,4.21,8.14
super,5,26.20,1.9,7.05
superb,6,2.88,1.62,7
superficial,11,2.90,1.85,3.79
superintendent,14,4.29,4.21,4.86
superior,8,13.00,2.03,6.37
superiority,11,1.31,1.93,4.95
superman,8,12.22,3.41,6.52
supermarket,11,5.00,4.57,6.37
supernatural,12,4.41,2.04,6.05
superstar,9,3.43,3.36,5.94
superstition,12,2.06,2.07,4.84
superstitious,13,3.43,1.55,4.75
supervise,9,1.92,2.48,5.05
supervision,11,2.47,2.19,4.26
supervisor,10,5.96,4.26,4.28
supper,6,19.37,4.63,6.72
supplement,10,1.14,3.07,5.43
supplier,8,1.94,3.41,4.84
supply,6,18.67,3.43,5.11
support,7,50.73,2.83,6.89
supportive,10,4.65,2.2,6.95
suppose,7,125.80,1.37,5.27
supposed,8,252.25,1.6,5.41
suppress,8,1.49,2.22,2.72
supreme,7,8.76,2,6.14
sure,4,1099.82,1.73,6.64
surf,4,6.35,4.57,6.05
surface,7,18.24,4.26,5.62
surfer,6,1.63,4.73,5.47
surge,5,1.84,2.78,5
surgeon,7,16.43,4.54,5.05
surgery,7,32.37,4.34,3.18
surgical,8,8.02,2.89,3.95
surplus,7,2.04,3.33,5.68
surprise,8,88.90,3.24,7.44
surprised,9,55.06,2.5,6.57
surprising,10,6.02,2.27,6.75
surreal,7,1.12,1.3,6.65
surrender,9,15.47,2.63,3.73
surrogate,9,1.86,2.83,5.27
surround,8,3.06,2.81,5.42
surroundings,12,2.10,3.88,6.37
surveillance,12,18.67,3.11,3.35
survey,6,4.45,4.08,5.55
survival,8,10.10,2.34,7.05
survive,7,30.14,2.55,6.9
survivor,8,4.33,3.33,6.68
susceptible,11,1.27,2.14,3.67
sushi,5,4.35,4.96,6.25
suspect,7,44.20,2.59,2.39
suspend,7,2.76,2.74,4.32
suspense,8,2.24,1.85,5.26
suspension,10,4.35,3.17,4.35
suspicion,9,7.31,1.62,3.33
suspicious,10,15.98,1.87,3.48
sustain,7,2.67,2.17,5.68
suture,6,2.47,4.15,4.36
swab,4,2.37,4.34,4.7
swallow,7,12.73,3.89,5.57
swamp,5,8.98,4.96,4.42
swap,4,3.63,3.85,5.24
swarm,5,1.33,3.97,3.76
swat,4,3.84,4.27,4.38
sway,4,2.53,3.6,5.25
swear,5,88.16,2.45,3.44
sweat,5,21.86,4.71,4.38
sweater,7,13.80,4.78,6.19
sweatshirt,10,2.35,4.93,6.24
sweaty,6,4.43,4.18,3.95
sweep,5,9.51,3.72,5.27
sweet,5,145.20,4,7.77
sweetheart,10,64.16,2.79,7.84
sweetie,7,53.55,2.54,7.56
sweetness,9,3.27,2.83,7.37
swell,5,20.80,3.31,5.05
swift,5,3.86,3.04,5.83
swim,4,31.80,4.43,6.71
swimmer,7,3.73,4.77,6.26
swimming,8,19.98,4.44,7.2
swimsuit,8,1.98,4.78,6.05
swine,5,4.43,4.5,3.11
swing,5,25.98,4.54,6.95
swipe,5,1.61,4.26,4.47
swish,5,1.61,3.04,5.79
switch,6,28.12,4.07,5.29
switchboard,11,1.14,4.61,4.86
swoop,5,1.53,3.19,5.16
sword,5,26.18,4.93,5.27
swordfish,9,1.02,4.89,6.15
swordsman,9,1.25,4.7,5.25
symbol,6,8.59,3.11,5.67
symbolic,8,1.55,2.11,6.48
sympathetic,11,3.80,1.77,6.67
sympathize,10,1.55,1.54,6
sympathy,8,8.35,1.88,6.57
symphony,8,3.55,4.21,7.15
symptom,7,1.88,3.19,3.33
sync,4,3.29,2.38,6.21
syndicate,9,2.00,2.33,4.35
syndrome,8,6.27,2.48,4.33
synthetic,9,2.51,3,4.76
syphilis,8,1.92,3.93,2.17
syringe,7,1.94,4.81,3.05
syrup,5,5.10,4.76,6.44
system,6,91.51,2.94,5.5
tab,3,5.76,4.14,5.09
table,5,105.63,4.9,5.49
tablet,6,1.49,4.82,6.21
tabloid,7,1.10,4.07,4.84
taboo,5,1.22,1.67,4.53
tack,4,2.12,4.5,4.42
tackle,6,4.29,4.28,5.38
tacky,5,2.63,2.58,3.68
tact,4,1.10,1.76,5.71
tactic,6,1.55,2.1,5.7
tactical,8,5.51,2.08,5.05
taffy,5,2.39,4.79,5.95
tag,3,13.88,4.25,4.79
tail,4,23.90,4.96,5.3
tailor,6,4.18,4.67,5.29
take,4,1891.04,3.06,4.82
takeoff,7,2.45,3.41,5.5
takeover,8,1.57,2.83,3.71
tale,4,12.00,3.23,5.95
talent,6,26.12,2.19,6.3
talented,8,11.39,2.04,7.95
talisman,8,1.45,4.15,5.68
talk,4,855.00,4.07,6.64
talker,6,1.78,4.39,4.55
tall,4,32.33,3.36,6.71
tally,5,3.49,3.07,4.74
talon,5,1.10,4.8,5.06
tame,4,2.73,2.04,6.14
tan,3,8.61,4.29,6.05
tang,4,2.24,4.42,4.62
tangible,8,1.10,2.77,5.63
tangle,6,1.04,3.96,3.95
tango,5,5.37,4.1,5.47
tank,4,25.61,4.8,4.71
tanker,6,1.96,4.68,4.74
tap,3,14.75,4.29,5.33
tape,4,68.84,4.9,5.5
taps,4,2.55,3.75,4.79
tar,3,3.14,4.78,3.9
tardy,5,1.14,2.31,3.47
target,6,37.96,4.11,5.24
tarot,5,1.20,3.4,3.9
tart,4,2.39,3.27,5.43
tartar,6,1.49,4.4,4.52
task,4,12.73,2.84,6.05
taste,5,51.31,4.07,6.63
tasteful,8,1.35,2.21,6.89
tasty,5,6.31,2.86,6.89
tattoo,6,11.96,4.71,4.45
tavern,6,3.10,4.78,5.55
tax,3,14.55,3.89,3
taxi,4,25.84,4.93,4.79
tea,3,58.63,4.69,6.56
teach,5,72.84,3.15,7.06
teacher,7,55.73,4.52,7.37
team,4,147.61,3.79,5.91
teamwork,8,2.00,2.37,6.26
tear,4,27.00,4.56,3.14
tease,5,5.69,2.59,4.17
tech,4,6.39,3.03,5.77
technical,9,8.24,1.97,5
technicality,12,1.20,1.93,4.21
technician,10,2.59,4.1,5.65
technique,9,8.94,2.4,7
technology,10,14.94,3.24,5.53
tedious,7,1.43,1.97,3.62
tee,3,2.16,4.59,5.4
teen,4,4.10,4.16,5.1
teenage,7,6.86,3.52,5.8
teenager,8,6.88,4.34,4.58
teens,5,1.94,3.69,5.58
teeny,5,2.51,3.17,5.62
teeth,5,47.84,4.96,5
telegram,8,9.24,4.63,5.27
telegraph,9,3.27,4.59,5.37
telephone,9,32.37,4.96,5.71
telescope,9,2.94,5,6.75
television,10,33.90,4.83,7.18
tell,4,1724.49,2.9,5.27
teller,6,2.57,4.38,5.33
temp,4,3.02,2.92,4.63
temper,6,11.41,2.56,3.89
temperament,11,1.16,1.96,4.67
temperature,11,13.76,3.71,5.58
temple,6,17.55,4.53,5.3
tempo,5,1.69,2.81,5.59
temporal,8,1.35,2.12,4.57
temporary,9,13.04,2.27,4.33
tempt,5,2.53,2.1,5
temptation,10,4.24,1.84,4.5
tempting,8,3.02,1.93,6.05
ten,3,145.00,3.39,5.16
tenant,6,3.04,4.55,4.57
tend,4,12.27,2,4.8
tendency,8,2.71,1.83,4.85
tender,6,8.88,2.58,6.47
tenderness,10,2.53,2.06,6.89
tennis,6,13.63,4.43,5.4
tenor,5,1.55,3.04,5.48
tense,5,10.24,2.35,2.75
tension,7,8.55,2.6,3.6
tent,4,17.49,4.96,6.23
tenure,6,1.76,2.42,4.6
tequila,7,5.86,4.77,6.27
term,4,17.45,2.82,5.57
terminal,8,7.65,3.86,4.27
terminate,9,2.75,2.29,3.05
termination,11,1.33,2.47,2.95
terrace,7,3.39,4.67,5.33
terrain,7,2.25,4.27,5.53
terrible,8,94.02,2.04,2.1
terrific,8,41.92,2.07,7.12
terrified,9,9.57,2.43,2.51
terrifying,10,4.25,2.08,2.63
territorial,11,1.67,2.71,4.16
territory,9,14.67,3.41,5.3
terror,6,9.00,2.43,2.75
terrorism,9,4.10,2.79,1.6
terrorist,9,12.10,3.64,2.35
test,4,84.08,3.93,4.44
testament,9,2.35,2.7,5
testicle,8,1.14,4.59,4.19
testify,7,14.20,2.67,4.55
testimony,9,14.75,3.21,5.05
tetanus,7,1.39,4.19,3.33
text,4,5.24,4.93,6.5
textbook,8,2.20,4.86,5
texture,7,1.65,3.83,5.57
thank,5,1115.24,3,7.77
thankful,8,5.37,1.69,7.76
thanks,6,623.31,2.15,7.73
Thanksgiving,12,18.61,3.33,6.79
thaw,4,1.59,3.8,4.95
theater,7,24.04,4.92,6.14
theatrical,10,2.51,2.18,5.3
theft,5,6.75,2.93,2.6
theme,5,13.92,2.72,5.43
theoretical,11,1.86,1.37,4.8
theory,6,28.61,1.47,5.65
therapeutic,11,1.41,2.23,6.29
therapist,9,9.51,4.52,4.43
therapy,7,18.51,2.85,5.1
thermal,7,2.20,3.21,5.36
thermometer,11,2.20,4.96,5.22
thermos,7,1.12,4.67,5.79
thermostat,10,1.14,4.87,5.48
thesis,6,3.41,3.71,4.7
thick,5,13.98,4,4.63
thief,5,24.27,4.37,2.32
thigh,5,3.75,4.9,5.22
thin,4,20.18,3.83,5.47
thing,5,1088.67,3.17,5.55
think,5,2691.39,2.41,6.68
thinker,7,1.18,2.54,7.26
third,5,74.53,3.44,5
thirst,6,3.73,3.04,4.14
thirsty,7,12.29,3.86,4.48
thirteen,8,5.25,3.69,5.11
thirty,6,17.18,3.75,4.74
thong,5,2.10,4.93,5.48
thorn,5,5.10,5,3.62
thorough,8,4.71,1.66,6.15
thought,7,808.47,1.97,6.76
thoughtful,10,7.80,1.96,7.26
thoughtless,11,1.39,1.68,4.05
thousand,8,69.29,3.08,6.44
thread,6,5.16,4.83,5.5
threat,6,20.76,2.52,2.63
threaten,8,8.53,2.63,2.6
three,5,542.24,3.62,5.43
threesome,9,2.12,3.52,5.89
threshold,9,2.76,3.48,5.53
thrill,6,8.41,2.46,7.37
thriller,8,1.35,2.21,5.75
thrilling,9,3.33,2.07,7.19
thrive,6,1.75,2.21,6.79
thriving,8,1.22,2.1,5.9
throat,6,36.02,4.97,4.76
throbbing,9,1.18,3.63,3.68
throne,6,8.65,4.64,5.45
throttle,8,2.33,4.24,5.55
throw,5,128.82,4.04,5.55
thrust,6,3.86,3.29,5.75
thud,4,1.94,3.2,4.24
thug,4,3.49,4.3,2.52
thumb,5,11.82,4.96,5.62
thump,5,1.94,3.77,4.42
thunder,7,13.31,4.34,5.74
thunderbolt,11,1.69,4.28,5.63
tiara,5,1.78,4.89,5.48
tic,3,1.51,3.77,4.24
tick,4,7.25,4.57,3.05
ticker,6,1.08,3.93,4.43
ticket,6,45.57,4.7,5.28
tickle,6,4.80,3.85,6.14
ticklish,8,1.14,3.22,6.19
tidal,5,1.04,3.14,5.33
tide,4,7.35,4.1,6.55
tidings,7,1.12,2.8,6.25
tidy,4,3.71,3.03,6.24
tie,3,44.43,4.81,5.33
tier,4,1.06,3.67,4.95
tiger,5,18.53,5,6
tighten,7,2.86,3.33,5
tile,4,2.12,4.68,5
tilt,4,2.22,4.04,4.78
timber,6,2.49,4.9,4.9
time,4,1958.63,3.07,5.6
timely,6,1.08,2.28,6.14
timer,5,6.25,4.69,4.81
times,5,220.02,2.07,5.91
timetable,9,1.61,4.08,4.9
timid,5,1.51,2.22,3.37
timing,6,14.98,2.86,5.67
tin,3,8.65,4.87,4.95
tingle,6,1.10,3.16,6.23
tinker,6,2.22,3.19,5.95
tiny,4,32.22,3.11,5.1
tip,3,27.63,4.5,6.77
tire,4,12.37,5,4.55
tired,5,112.65,3,4.29
tiresome,8,1.45,2.08,3.86
tiring,6,1.18,2.52,3.68
tissue,6,10.73,4.93,5.3
tit,3,3.35,4.64,5.76
titan,5,1.45,3.76,5.71
titanic,7,2.51,3.93,4.42
titanium,8,1.57,4.67,5.26
title,5,18.57,3.32,5.71
toad,4,5.69,5,6
toast,5,33.47,4.93,6.73
toaster,7,3.88,4.9,5.8
tobacco,7,6.98,4.88,3.37
toe,3,12.69,4.93,5.24
tofu,4,2.69,4.86,4.29
toil,4,1.00,2.67,3.62
toilet,6,28.90,4.97,3.71
token,5,4.02,4.3,5.63
tolerance,9,2.55,2.11,6.43
tolerant,8,1.27,2.07,5.9
tolerate,8,6.94,1.78,6.19
toll,4,3.35,3.54,3.53
tomato,6,5.90,5,5.8
tomb,4,5.63,4.73,3.58
tombstone,9,2.14,4.71,3.14
ton,3,7.49,4.17,5
tone,4,16.86,3.07,5.47
tongue,6,31.16,4.93,6.29
tonic,5,3.82,4.1,6.05
tool,4,10.75,4.6,5.07
toot,4,1.57,3.57,4.74
tooth,5,13.57,4.89,5.06
toothache,9,1.14,3.42,2.32
toothbrush,10,5.00,5,5.58
toothpaste,10,3.14,4.97,5.21
toothpick,9,1.02,4.93,4.89
top,3,133.43,3.93,6
topaz,5,1.00,4.37,5.55
topic,5,5.31,2.59,5.5
topless,7,1.96,4.11,5.36
topside,7,1.29,4.04,4.9
torch,5,4.98,4.76,4.5
torment,7,2.73,2.62,2.53
tornado,7,2.55,4.53,3.63
torpedo,7,6.39,4.96,3.71
torso,5,1.84,4.83,5.23
tortoise,8,1.12,4.87,5.58
torture,7,15.92,3.59,1.4
toss,4,12.39,3.96,5
tot,3,1.06,4.22,6.36
total,5,37.65,2.8,5.32
tote,4,1.08,4.38,5.45
touch,5,147.73,3.86,6.64
touchdown,9,4.96,3.88,7.11
touchy,6,3.14,2.44,4.29
tough,5,90.51,2.5,4.45
toupee,6,1.25,4.65,4
tour,4,30.80,3.38,6
tourist,7,4.65,4.59,5.71
tournament,10,9.10,4.11,6.24
tow,3,5.78,3.79,5.38
towel,5,14.16,4.86,6.14
tower,5,22.84,4.76,5.24
town,4,247.92,4.64,5.59
townspeople,11,1.08,4.21,5.81
toxic,5,4.90,3.13,2.35
toxicology,10,1.04,2.4,3.62
toy,3,16.84,4.93,7.29
trace,5,19.39,3.66,4.74
tracer,6,1.69,3.57,5.05
track,5,55.75,4.31,5.78
tracker,7,1.63,3.89,4.87
tract,5,1.43,3.46,4.05
traction,8,1.88,3.59,5.27
tractor,7,3.73,5,5.05
trade,5,35.20,3.08,5.91
trademark,9,1.47,3.13,5
trader,6,1.57,3.89,5.47
tradition,9,13.67,1.69,6.09
traditional,11,8.14,1.76,5.95
traffic,7,28.51,4.67,2.18
tragedy,7,14.18,2.07,2.11
tragic,6,12.24,2,3.52
trail,5,19.20,4.46,6.15
trailer,7,11.35,4.79,4.44
train,5,95.06,4.79,6.36
trainee,7,1.33,3.89,5.45
trainer,7,5.57,4.31,5.16
training,8,35.14,3.3,5.19
trait,5,1.08,2.72,5.44
traitor,7,10.59,3.69,2.39
trajectory,10,1.84,3.1,4.89
tramp,5,8.29,3.9,3.3
trance,6,5.25,3,5.24
tranquilizer,12,1.80,4.55,4.86
transaction,11,2.94,2.9,5.26
transcript,10,13.82,4.07,5.24
transfer,8,20.55,3.04,5.29
transform,9,2.20,2.41,6.05
transformation,14,1.98,2.94,6.14
transfusion,11,1.53,3.41,5
transient,9,1.02,2.68,4.21
transit,7,3.18,3.61,4.52
transition,10,3.12,2.19,5.43
translate,9,4.82,2.69,5.67
translation,11,4.69,2.96,5.65
translator,10,2.25,3.86,5.05
transmission,12,8.53,4,4.62
transmit,8,2.86,3.31,4.24
transmitter,11,4.02,4.37,4.95
transparent,11,1.80,3.18,5.37
transplant,10,5.10,3.77,4.6
transport,9,11.20,3.5,5.9
transportation,14,5.55,3.89,6.1
transporter,11,1.61,3.96,4.84
transvestite,12,1.63,3.85,4.22
trap,4,23.84,4.3,3.24
trapeze,7,1.35,4.55,5.57
trapper,7,1.65,3.59,4.47
trash,5,22.47,4.7,2.74
trashy,6,1.06,2.81,2.75
trauma,6,17.04,2.72,2.89
traumatic,9,2.71,2.37,2.22
travel,6,33.37,3.67,7.89
traveler,8,3.02,4.07,6.39
tray,4,8.04,4.74,5.14
treacherous,11,2.18,2.21,2.85
